latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
12.7,106.512,327.5,1.1,1,2019-01-22,0615,A,76,6.0NRT,305.2,13.8,D
12.746,106.774,325.2,1,1,2019-01-22,0615,A,70,6.0NRT,304.5,12.9,D
12.729,106.66,328.2,1.1,1,2019-01-22,0615,A,77,6.0NRT,304.3,17.5,D
12.728,106.65,322.2,1.1,1,2019-01-22,0615,A,54,6.0NRT,303.4,10.4,D
12.649,106.13,321.2,1.1,1,2019-01-22,0615,A,53,6.0NRT,299.6,9.8,D
12.647,106.12,317.7,1.1,1,2019-01-22,0615,A,45,6.0NRT,297.9,6.4,D
12.319,104.05,319.8,1.5,1.2,2019-01-22,0615,A,30,6.0NRT,302.9,8.8,D
12.283,103.833,323.6,1.5,1.2,2019-01-22,0615,A,71,6.0NRT,303,18.7,D
12.759,106.675,319.9,1.1,1,2019-01-22,0615,A,48,6.0NRT,302.6,6.6,D
12.318,103.842,318.5,1.5,1.2,2019-01-22,0615,A,65,6.0NRT,302.9,10.8,D
12.726,106.392,326.6,1.1,1,2019-01-22,0615,A,75,6.0NRT,297.3,13.2,D
12.29,103.602,321.9,1.6,1.2,2019-01-22,0615,A,66,6.0NRT,302.1,22.6,D
12.372,104.04,322.1,1.5,1.2,2019-01-22,0615,A,68,6.0NRT,304.7,14.3,D
12.37,104.027,320.4,1.5,1.2,2019-01-22,0615,A,59,6.0NRT,304,10.5,D
12.78,106.622,330.5,1.1,1,2019-01-22,0615,A,80,6.0NRT,308.2,16.4,D
12.718,106.212,327.8,1.1,1,2019-01-22,0615,A,77,6.0NRT,307.9,13.8,D
12.654,105.784,320.5,1.1,1.1,2019-01-22,0615,A,48,6.0NRT,298.3,8.7,D
12.652,105.774,323.7,1.1,1.1,2019-01-22,0615,A,70,6.0NRT,299.5,12.3,D
12.728,106.21,328.3,1.1,1,2019-01-22,0615,A,73,6.0NRT,304.5,14.7,D
12.839,106.896,319.4,1,1,2019-01-22,0615,A,33,6.0NRT,302,5.4,D
12.837,106.886,332.8,1,1,2019-01-22,0615,A,83,6.0NRT,303.9,21.2,D
12.391,103.955,323.6,1.5,1.2,2019-01-22,0615,A,74,6.0NRT,303.9,16.9,D
12.389,103.941,321.4,1.5,1.2,2019-01-22,0615,A,71,6.0NRT,303.9,13,D
12.837,106.819,333.7,1,1,2019-01-22,0615,A,83,6.0NRT,303.8,24.2,D
12.69,105.832,318.7,1.1,1.1,2019-01-22,0615,A,47,6.0NRT,289,10,D
12.811,106.591,348.1,1.1,1,2019-01-22,0615,A,93,6.0NRT,305.8,48.5,D
12.81,106.581,335.2,1.1,1,2019-01-22,0615,A,81,6.0NRT,308.2,24,D
12.8,106.514,327.3,1.1,1,2019-01-22,0615,A,76,6.0NRT,308.4,12.2,D
12.798,106.504,330.9,1.1,1,2019-01-22,0615,A,80,6.0NRT,307.2,17.6,D
12.395,103.948,322.5,1.5,1.2,2019-01-22,0615,A,57,6.0NRT,303.6,13.6,D
12.92,107.259,321.9,1,1,2019-01-22,0615,A,53,6.0NRT,299.9,9.6,D
12.908,107.051,323,1,1,2019-01-22,0615,A,33,6.0NRT,301.3,8.3,D
12.88,106.863,324.1,1,1,2019-01-22,0615,A,52,6.0NRT,298,8.6,D
12.879,106.854,333,1,1,2019-01-22,0615,A,83,6.0NRT,299.6,20.5,D
12.877,106.844,359.5,1,1,2019-01-22,0615,A,99,6.0NRT,305.6,75.6,D
12.876,106.835,339.7,1,1,2019-01-22,0615,A,88,6.0NRT,303.2,32.4,D
12.775,106.165,326.2,1.1,1,2019-01-22,0615,A,62,6.0NRT,307.5,10.3,D
12.916,107.04,321.9,1,1,2019-01-22,0615,A,27,6.0NRT,298.7,7.1,D
12.889,106.862,329.8,1,1,2019-01-22,0615,A,76,6.0NRT,300.5,14.1,D
12.888,106.852,369.7,1,1,2019-01-22,0615,A,100,6.0NRT,307.1,106.2,D
12.886,106.843,409.7,1,1,2019-01-22,0615,A,100,6.0NRT,316,318.9,D
12.885,106.834,371.3,1,1,2019-01-22,0615,A,100,6.0NRT,307.7,114.4,D
12.687,105.524,339.6,1.2,1.1,2019-01-22,0615,A,88,6.0NRT,302.2,41.5,D
12.37,103.524,317.7,1.6,1.2,2019-01-22,0615,A,63,6.0NRT,299.3,18.9,D
12.774,106.032,324.6,1.1,1.1,2019-01-22,0615,A,68,6.0NRT,303.6,12.7,D
12.739,105.796,319.1,1.1,1.1,2019-01-22,0615,A,60,6.0NRT,285.1,13.8,D
12.67,105.349,323.5,1.2,1.1,2019-01-22,0615,A,71,6.0NRT,305,14.7,D
12.319,103.134,320.9,1.7,1.3,2019-01-22,0615,A,70,6.0NRT,298.5,20,D
12.912,106.887,328.6,1,1,2019-01-22,0615,A,78,6.0NRT,304.3,13.8,D
12.91,106.878,342.9,1,1,2019-01-22,0615,A,90,6.0NRT,306.7,35.9,D
12.811,106.211,324.4,1.1,1,2019-01-22,0615,A,70,6.0NRT,304.6,7.8,D
12.797,106.121,326.1,1.1,1,2019-01-22,0615,A,75,6.0NRT,303,11.5,D
12.723,105.627,321.4,1.2,1.1,2019-01-22,0615,A,65,6.0NRT,299.4,13.3,D
13.006,107.472,319.8,1,1,2019-01-22,0615,A,34,6.0NRT,292.1,13.8,D
12.982,107.24,322.8,1,1,2019-01-22,0615,A,67,6.0NRT,294,12.8,D
12.934,106.913,322.9,1,1,2019-01-22,0615,A,52,6.0NRT,303.5,8.3,D
12.893,106.637,323.7,1.1,1,2019-01-22,0615,A,57,6.0NRT,304.2,9.6,D
12.726,105.518,318.1,1.2,1.1,2019-01-22,0615,A,49,6.0NRT,301.6,8.8,D
12.724,105.507,320.9,1.2,1.1,2019-01-22,0615,A,65,6.0NRT,300.7,13.5,D
13.032,107.524,321,1,1,2019-01-22,0615,A,41,6.0NRT,293.5,12.7,D
12.842,106.226,327.4,1.1,1,2019-01-22,0615,A,72,6.0NRT,306.4,12.1,D
13.043,107.535,323.8,1,1,2019-01-22,0615,A,0,6.0NRT,295.5,16.7,D
13.042,107.526,322.6,1,1,2019-01-22,0615,A,0,6.0NRT,294.8,16,D
12.922,106.715,325.4,1,1,2019-01-22,0615,A,74,6.0NRT,306.2,10.7,D
12.765,105.69,330.2,1.2,1.1,2019-01-22,0615,A,80,6.0NRT,291.4,28.4,D
12.764,105.68,326.5,1.2,1.1,2019-01-22,0615,A,75,6.0NRT,293.4,22.7,D
12.967,106.96,335.6,1,1,2019-01-22,0615,A,85,6.0NRT,301.7,26,D
12.829,106.038,338.9,1.1,1.1,2019-01-22,0615,A,88,6.0NRT,308.6,33,D
12.827,106.028,337.9,1.1,1.1,2019-01-22,0615,A,87,6.0NRT,305.9,32,D
12.968,106.902,327.6,1,1,2019-01-22,0615,A,77,6.0NRT,301.6,14.1,D
12.879,106.245,331.3,1.1,1,2019-01-22,0615,A,55,6.0NRT,306.1,18.5,D
12.416,103.315,321.2,1.6,1.3,2019-01-22,0615,A,68,6.0NRT,303.6,14,D
12.962,106.67,324.7,1,1,2019-01-22,0615,A,70,6.0NRT,306,9.6,D
12.541,103.945,321.4,1.5,1.2,2019-01-22,0615,A,70,6.0NRT,303.1,14.5,D
12.446,103.356,322.3,1.6,1.3,2019-01-22,0615,A,45,6.0NRT,304.5,17.2,D
12.843,105.753,320.4,1.1,1.1,2019-01-22,0615,A,49,6.0NRT,279.8,16,D
12.915,106.168,325.1,1.1,1,2019-01-22,0615,A,54,6.0NRT,304.3,8.4,D
12.795,105.368,320.7,1.2,1.1,2019-01-22,0615,A,62,6.0NRT,302.4,12.1,D
12.48,103.349,320.9,1.6,1.3,2019-01-22,0615,A,44,6.0NRT,303.4,17.6,D
12.477,103.335,324.8,1.6,1.3,2019-01-22,0615,A,66,6.0NRT,303.4,24.8,D
12.47,103.29,326,1.6,1.3,2019-01-22,0615,A,65,6.0NRT,303.7,25.2,D
12.463,103.245,331.6,1.7,1.3,2019-01-22,0615,A,83,6.0NRT,305.4,35,D
12.46,103.229,334.2,1.7,1.3,2019-01-22,0615,A,85,6.0NRT,305.8,42.8,D
12.862,105.749,324.7,1.1,1.1,2019-01-22,0615,A,41,6.0NRT,281.6,20.4,D
12.86,105.739,331.8,1.1,1.1,2019-01-22,0615,A,58,6.0NRT,284.8,31,D
12.866,105.742,322.2,1.1,1.1,2019-01-22,0615,A,69,6.0NRT,282.3,20.8,D
12.479,103.343,325.3,1.6,1.3,2019-01-22,0615,A,59,6.0NRT,304,26.8,D
12.462,103.238,330.2,1.7,1.3,2019-01-22,0615,A,81,6.0NRT,305.7,33.1,D
12.459,103.223,325.4,1.7,1.3,2019-01-22,0615,A,67,6.0NRT,306,19.9,D
12.596,103.915,323.3,1.5,1.2,2019-01-22,0615,A,73,6.0NRT,304,15.7,D
12.514,103.276,323.8,1.6,1.3,2019-01-22,0615,A,40,6.0NRT,303.3,22.3,D
12.494,103.155,322.9,1.7,1.3,2019-01-22,0615,A,52,6.0NRT,304.5,20.3,D
12.532,103.242,324.9,1.7,1.3,2019-01-22,0615,A,32,6.0NRT,305.2,24.7,D
13.064,106.608,334.4,1.1,1,2019-01-22,0615,A,84,6.0NRT,303,23.4,D
13.183,107.357,316.7,1,1,2019-01-22,0615,A,44,6.0NRT,292.9,9.3,D
13.105,106.826,324.7,1,1,2019-01-22,0615,A,64,6.0NRT,301.5,11.6,D
12.928,105.636,315.7,1.2,1.1,2019-01-22,0615,A,19,6.0NRT,295.5,8.2,D
12.926,105.626,317,1.2,1.1,2019-01-22,0615,A,45,6.0NRT,297.6,9.4,D
13.114,106.824,326.1,1,1,2019-01-22,0615,A,70,6.0NRT,301.3,12.6,D
13.038,106.304,322.8,1.1,1,2019-01-22,0615,A,51,6.0NRT,302.6,7.5,D
12.645,103.739,319.1,1.5,1.2,2019-01-22,0615,A,58,6.0NRT,300,10.8,D
13.133,106.893,331.2,1,1,2019-01-22,0615,A,82,6.0NRT,300.8,21.1,D
13.131,106.883,327.9,1,1,2019-01-22,0615,A,77,6.0NRT,299.9,16.8,D
13.101,106.684,321.8,1,1,2019-01-22,0615,A,53,6.0NRT,303.2,9,D
13.056,106.255,333.6,1.1,1,2019-01-22,0615,A,83,6.0NRT,304,22.1,D
12.916,105.348,322.7,1.2,1.1,2019-01-22,0615,A,70,6.0NRT,306,9.8,D
12.509,102.758,317.5,1.8,1.3,2019-01-22,0615,A,63,6.0NRT,302.9,21.5,D
12.872,104.872,318.4,1.3,1.1,2019-01-22,0615,A,35,6.0NRT,301.1,10.3,D
12.87,104.86,353.2,1.3,1.1,2019-01-22,0615,A,96,6.0NRT,306,85.8,D
13.13,106.503,333.1,1.1,1,2019-01-22,0615,A,83,6.0NRT,304.7,22,D
13.129,106.493,334.9,1.1,1,2019-01-22,0615,A,85,6.0NRT,301.1,24.3,D
12.943,105.265,324.2,1.2,1.1,2019-01-22,0615,A,69,6.0NRT,305.7,12.4,D
13.106,106.277,323.2,1.1,1,2019-01-22,0615,A,67,6.0NRT,302.5,8.9,D
12.953,105.263,323,1.2,1.1,2019-01-22,0615,A,60,6.0NRT,305.7,10.6,D
12.599,103.02,328.4,1.7,1.3,2019-01-22,0615,A,79,6.0NRT,307.2,30.4,D
13.307,107.52,322.1,1,1,2019-01-22,0615,A,71,6.0NRT,286.1,14,D
13.306,107.511,314.3,1,1,2019-01-22,0615,A,31,6.0NRT,283.3,6.7,D
13.237,106.657,324.4,1,1,2019-01-22,0615,A,69,6.0NRT,297.5,9.7,D
13.235,106.647,325,1,1,2019-01-22,0615,A,63,6.0NRT,300.7,11.1,D
13.044,105.32,361.4,1.2,1.1,2019-01-22,0615,A,100,6.0NRT,300.7,103.5,D
13.043,105.309,320.3,1.2,1.1,2019-01-22,0615,A,28,6.0NRT,301.5,10.2,D
13.285,106.614,334.9,1,1,2019-01-22,0615,A,85,6.0NRT,297,26.5,D
13.342,106.934,318.3,1,1,2019-01-22,0615,A,65,6.0NRT,294.6,7.1,D
13.297,106.632,317.9,1,1,2019-01-22,0615,A,35,6.0NRT,294.7,6.5,D
13.303,106.611,328.5,1,1,2019-01-22,0615,A,80,6.0NRT,295.2,17.6,D
13.301,106.602,328,1,1,2019-01-22,0615,A,79,6.0NRT,298.1,16.5,D
13.002,104.658,322.2,1.3,1.1,2019-01-22,0615,A,54,6.0NRT,305.1,10.5,D
12.736,103.016,323.9,1.7,1.3,2019-01-22,0615,A,33,6.0NRT,304.7,21.8,D
13.428,107.395,328.8,1,1,2019-01-22,0615,A,80,6.0NRT,300.1,16.3,D
13.285,106.367,336.9,1.1,1,2019-01-22,0615,A,87,6.0NRT,301.3,30,D
13.284,106.357,324.5,1.1,1,2019-01-22,0615,A,22,6.0NRT,300.9,12,D
13.293,106.356,328.2,1.1,1,2019-01-22,0615,A,43,6.0NRT,301.5,16,D
13.317,106.392,319.5,1.1,1,2019-01-22,0615,A,34,6.0NRT,296.6,7.6,D
13.316,106.382,323.2,1.1,1,2019-01-22,0615,A,39,6.0NRT,297.9,11.2,D
13.308,106.334,324.4,1.1,1,2019-01-22,0615,A,74,6.0NRT,304.4,12.6,D
13.307,106.324,346.6,1.1,1,2019-01-22,0615,A,93,6.0NRT,305.3,49.9,D
13.421,107.036,320.1,1,1,2019-01-22,0615,A,41,6.0NRT,286,11.6,D
13.316,106.322,332.2,1.1,1,2019-01-22,0615,A,83,6.0NRT,304.6,22.5,D
13.303,106.187,325.2,1.1,1,2019-01-22,0615,A,75,6.0NRT,304.8,14,D
13.384,106.533,322.9,1.1,1,2019-01-22,0615,A,73,6.0NRT,294.5,8.6,D
13.382,106.523,319.7,1.1,1,2019-01-22,0615,A,64,6.0NRT,293.9,5.4,D
12.919,103.495,313.5,1.6,1.2,2019-01-22,0615,A,24,6.0NRT,299.1,10.6,D
13.419,106.645,316.8,1,1,2019-01-22,0615,A,31,6.0NRT,292.2,5.5,D
13.418,106.635,327,1,1,2019-01-22,0615,A,78,6.0NRT,293.2,17,D
12.939,103.55,324.6,1.6,1.2,2019-01-22,0615,A,75,6.0NRT,297.1,33.1,D
12.832,102.896,314.6,1.7,1.3,2019-01-22,0615,A,23,6.0NRT,296.6,5.9,D
13.381,106.325,331.2,1.1,1,2019-01-22,0615,A,82,6.0NRT,301.3,21.5,D
13.224,105.024,324.6,1.2,1.1,2019-01-22,0615,A,68,6.0NRT,304.1,13.9,D
13.434,106.321,321.5,1.1,1,2019-01-22,0615,A,70,6.0NRT,298.8,7.1,D
13.53,106.902,333.3,1,1,2019-01-22,0615,A,84,6.0NRT,292.3,24.7,D
13.251,105.065,336,1.2,1.1,2019-01-22,0615,A,86,6.0NRT,304,36.5,D
13.555,107.003,315.5,1,1,2019-01-22,0615,A,22,6.0NRT,292.7,5.9,D
13.541,106.91,321.1,1,1,2019-01-22,0615,A,52,6.0NRT,292.9,10.1,D
13.539,106.901,348,1,1,2019-01-22,0615,A,94,6.0NRT,294.4,51.2,D
13.543,106.862,325.1,1,1,2019-01-22,0615,A,72,6.0NRT,290.7,16,D
13.453,106.258,337.2,1.1,1,2019-01-22,0615,A,87,6.0NRT,304.4,28.5,D
13.452,106.248,337.2,1.1,1,2019-01-22,0615,A,87,6.0NRT,303.2,29.6,D
13.552,106.86,333.4,1,1,2019-01-22,0615,A,73,6.0NRT,286.1,27.7,D
12.925,102.76,318.6,1.8,1.3,2019-01-22,0615,A,65,6.0NRT,299.3,13.2,D
12.923,102.744,329.4,1.8,1.3,2019-01-22,0615,A,81,6.0NRT,298.8,41.4,D
13.332,105.266,317.6,1.2,1.1,2019-01-22,0615,A,48,6.0NRT,291.1,8.6,D
13.322,105.201,323.7,1.2,1.1,2019-01-22,0615,A,47,6.0NRT,302.1,10.9,D
13.32,105.19,324.3,1.2,1.1,2019-01-22,0615,A,62,6.0NRT,301,12.9,D
13.544,106.619,318.7,1,1,2019-01-22,0615,A,40,6.0NRT,294.2,8.3,D
12.318,99.012,310,3.5,1.8,2019-01-22,0615,A,31,6.0NRT,295.3,27.5,D
13.491,106.145,330.3,1.1,1,2019-01-22,0615,A,54,6.0NRT,302.1,18.2,D
13.623,106.967,328.5,1,1,2019-01-22,0615,A,80,6.0NRT,299.6,18.1,D
13.6,106.808,315.9,1,1,2019-01-22,0615,A,38,6.0NRT,289.7,6.4,D
13.036,103.225,319.3,1.6,1.3,2019-01-22,0615,A,63,6.0NRT,303.6,14.1,D
13.017,103.043,320.6,1.7,1.3,2019-01-22,0615,A,53,6.0NRT,302.6,15.8,D
12.334,99.034,309.9,3.5,1.8,2019-01-22,0615,A,33,6.0NRT,294.8,29.4,D
13.34,104.846,329.9,1.3,1.1,2019-01-22,0615,A,80,6.0NRT,303.6,22.9,D
13.495,105.794,315,1.1,1.1,2019-01-22,0615,A,25,6.0NRT,292,6.9,D
13.337,104.764,320.7,1.3,1.1,2019-01-22,0615,A,41,6.0NRT,303.8,9.6,D
13.408,105.157,325.2,1.2,1.1,2019-01-22,0615,A,71,6.0NRT,300.4,13.8,D
13.418,105.156,320.3,1.2,1.1,2019-01-22,0615,A,52,6.0NRT,298.5,8.1,D
13.59,106.254,349.3,1.1,1,2019-01-22,0615,A,94,6.0NRT,299.4,55.4,D
13.541,105.875,327,1.1,1.1,2019-01-22,0615,A,68,6.0NRT,305.1,14.7,D
13.54,105.865,352.7,1.1,1.1,2019-01-22,0615,A,96,6.0NRT,304.3,65.3,D
13.53,105.804,328,1.1,1.1,2019-01-22,0615,A,77,6.0NRT,295.4,19.5,D
13.451,105.167,321.7,1.2,1.1,2019-01-22,0615,A,68,6.0NRT,294.3,12.4,D
13.468,105.21,319.6,1.2,1.1,2019-01-22,0615,A,27,6.0NRT,290.6,12,D
13.579,105.869,333.2,1.1,1.1,2019-01-22,0615,A,83,6.0NRT,305.5,23.5,D
13.525,105.454,327.8,1.2,1.1,2019-01-22,0615,A,58,6.0NRT,302.3,20.2,D
13.657,106.264,328.9,1.1,1,2019-01-22,0615,A,79,6.0NRT,298.9,17.8,D
13.422,104.721,323.8,1.3,1.1,2019-01-22,0615,A,19,6.0NRT,303,12.9,D
13.747,106.808,323.1,1,1,2019-01-22,0615,A,64,6.0NRT,292.2,12.8,D
13.64,106.085,339.8,1.1,1,2019-01-22,0615,A,88,6.0NRT,306,30.3,D
13.638,106.075,326.9,1.1,1,2019-01-22,0615,A,58,6.0NRT,306.5,10.1,D
13.46,104.903,322.5,1.2,1.1,2019-01-22,0615,A,44,6.0NRT,301,8.2,D
13.748,106.75,325.1,1,1,2019-01-22,0615,A,72,6.0NRT,296.9,16,D
13.746,106.74,323.7,1,1,2019-01-22,0615,A,70,6.0NRT,295.9,15.1,D
13.623,105.866,320.3,1.1,1,2019-01-22,0615,A,31,6.0NRT,301.8,6.5,D
13.674,105.95,327.5,1.1,1,2019-01-22,0615,A,62,6.0NRT,306,12.2,D
13.521,104.956,324.6,1.2,1.1,2019-01-22,0615,A,73,6.0NRT,297.1,13.2,D
13.685,105.959,330.1,1.1,1,2019-01-22,0615,A,65,6.0NRT,303,18.2,D
13.683,105.949,329.7,1.1,1,2019-01-22,0615,A,64,6.0NRT,302.8,16.5,D
13.682,105.939,336.4,1.1,1,2019-01-22,0615,A,86,6.0NRT,303.2,25.9,D
13.813,106.752,330,1,1,2019-01-22,0615,A,77,6.0NRT,295.6,22.2,D
13.8,106.667,322.9,1,1,2019-01-22,0615,A,33,6.0NRT,301.8,11.1,D
13.743,106.283,320.1,1.1,1,2019-01-22,0615,A,57,6.0NRT,300,6.8,D
13.742,106.273,347.7,1.1,1,2019-01-22,0615,A,93,6.0NRT,300.7,50.6,D
13.619,105.464,341.8,1.2,1.1,2019-01-22,0615,A,90,6.0NRT,301.3,44.3,D
13.618,105.454,323.6,1.2,1.1,2019-01-22,0615,A,62,6.0NRT,299.3,13.3,D
13.161,102.583,320.4,1.8,1.3,2019-01-22,0615,A,29,6.0NRT,303.6,16.3,D
13.771,106.408,328.4,1.1,1,2019-01-22,0615,A,79,6.0NRT,300,19.2,D
13.688,105.855,336.8,1.1,1,2019-01-22,0615,A,86,6.0NRT,303.5,30.1,D
13.696,105.843,328,1.1,1.1,2019-01-22,0615,A,78,6.0NRT,303.1,17.3,D
13.55,104.687,316.3,1.3,1.1,2019-01-22,0615,A,21,6.0NRT,284.8,11.6,D
13.778,106.091,328.4,1.1,1,2019-01-22,0615,A,79,6.0NRT,303,14.4,D
13.56,104.686,358.1,1.3,1.1,2019-01-22,0615,A,75,6.0NRT,285.1,107.9,D
13.719,105.646,328.5,1.1,1.1,2019-01-22,0615,A,78,6.0NRT,292.8,24.7,D
14.046,107.722,312.9,1,1,2019-01-22,0615,A,37,6.0NRT,296.8,6.7,D
13.909,106.78,319.3,1,1,2019-01-22,0615,A,67,6.0NRT,300.2,8.5,D
13.907,106.77,323.2,1,1,2019-01-22,0615,A,55,6.0NRT,298.5,12.9,D
13.824,106.144,321,1.1,1,2019-01-22,0615,A,55,6.0NRT,301.9,6.1,D
13.666,105.108,319.5,1.2,1.1,2019-01-22,0615,A,39,6.0NRT,297,8.4,D
13.783,105.813,333.1,1.1,1.1,2019-01-22,0615,A,81,6.0NRT,306.8,20.6,D
13.714,105.356,319.8,1.2,1.1,2019-01-22,0615,A,31,6.0NRT,301.7,8,D
13.593,104.499,329.8,1.3,1.1,2019-01-22,0615,A,79,6.0NRT,302.1,24.3,D
13.694,105.075,322.9,1.2,1.1,2019-01-22,0615,A,70,6.0NRT,296.8,13.8,D
13.796,105.669,322.7,1.1,1.1,2019-01-22,0615,A,47,6.0NRT,298.3,11.8,D
13.834,105.788,321.7,1.1,1.1,2019-01-22,0615,A,57,6.0NRT,302.4,9.4,D
13.832,105.778,321.7,1.1,1.1,2019-01-22,0615,A,62,6.0NRT,302.6,9.2,D
13.641,104.545,341.3,1.3,1.1,2019-01-22,0615,A,89,6.0NRT,308.3,43.6,D
13.851,105.837,322.5,1.1,1,2019-01-22,0615,A,61,6.0NRT,301.2,11.3,D
13.817,105.612,321.6,1.1,1.1,2019-01-22,0615,A,68,6.0NRT,289.7,14,D
13.865,105.866,324.9,1.1,1,2019-01-22,0615,A,40,6.0NRT,301.7,13,D
13.77,105.241,321,1.2,1.1,2019-01-22,0615,A,47,6.0NRT,301.1,7.3,D
13.659,104.53,343.2,1.3,1.1,2019-01-22,0615,A,90,6.0NRT,306.2,48.6,D
13.934,106.26,320.1,1.1,1,2019-01-22,0615,A,50,6.0NRT,301.3,7.8,D
13.932,106.251,320.2,1.1,1,2019-01-22,0615,A,47,6.0NRT,302.2,7.9,D
13.842,105.651,317.1,1.1,1.1,2019-01-22,0615,A,41,6.0NRT,298,8.9,D
13.682,104.611,327.1,1.3,1.1,2019-01-22,0615,A,68,6.0NRT,303.6,20.2,D
13.777,105.162,329.5,1.2,1.1,2019-01-22,0615,A,79,6.0NRT,302.9,22,D
13.676,104.503,326.8,1.3,1.1,2019-01-22,0615,A,74,6.0NRT,308.8,13.8,D
13.885,105.811,324.6,1.1,1,2019-01-22,0615,A,66,6.0NRT,301.4,12.6,D
13.7,104.596,329.7,1.3,1.1,2019-01-22,0615,A,55,6.0NRT,304.6,21.2,D
13.891,105.815,328.5,1.1,1,2019-01-22,0615,A,78,6.0NRT,302.4,17.8,D
13.89,105.805,322.8,1.1,1,2019-01-22,0615,A,63,6.0NRT,302.5,11.3,D
13.888,105.732,320.1,1.1,1.1,2019-01-22,0615,A,56,6.0NRT,301.4,8.8,D
13.882,105.628,316.3,1.1,1.1,2019-01-22,0615,A,26,6.0NRT,295.6,7,D
13.678,104.336,336.8,1.3,1.1,2019-01-22,0615,A,80,6.0NRT,304.7,42.6,D
13.821,105.172,323.4,1.2,1.1,2019-01-22,0615,A,64,6.0NRT,299.3,14.5,D
14.039,106.543,317.8,1,1,2019-01-22,0615,A,43,6.0NRT,295.2,7.8,D
14.014,106.371,333.9,1.1,1,2019-01-22,0615,A,85,6.0NRT,302.1,26.3,D
14.012,106.361,333.6,1.1,1,2019-01-22,0615,A,79,6.0NRT,300.9,26.1,D
13.886,105.532,317.4,1.1,1.1,2019-01-22,0615,A,47,6.0NRT,295.2,6.7,D
13.885,105.521,317.1,1.1,1.1,2019-01-22,0615,A,37,6.0NRT,293.1,5.9,D
13.72,104.465,337.3,1.3,1.1,2019-01-22,0615,A,86,6.0NRT,308.5,31.9,D
13.718,104.453,333.6,1.3,1.1,2019-01-22,0615,A,82,6.0NRT,306.3,23.7,D
14.054,106.58,323.7,1,1,2019-01-22,0615,A,69,6.0NRT,299.7,12,D
13.923,105.706,336.7,1.1,1.1,2019-01-22,0615,A,86,6.0NRT,303.1,34.1,D
13.921,105.695,324.9,1.1,1.1,2019-01-22,0615,A,73,6.0NRT,301.9,15.7,D
13.827,105.081,318.2,1.2,1.1,2019-01-22,0615,A,27,6.0NRT,292,10.7,D
13.821,105.048,317.1,1.2,1.1,2019-01-22,0615,A,36,6.0NRT,294.5,7.2,D
13.732,104.476,327.4,1.3,1.1,2019-01-22,0615,A,75,6.0NRT,307.6,13.2,D
13.73,104.464,326,1.3,1.1,2019-01-22,0615,A,61,6.0NRT,307,11,D
13.932,105.704,334.8,1.1,1.1,2019-01-22,0615,A,84,6.0NRT,302.5,30.6,D
13.93,105.694,325.8,1.1,1.1,2019-01-22,0615,A,72,6.0NRT,301.9,16.9,D
13.907,105.475,322.6,1.1,1.1,2019-01-22,0615,A,68,6.0NRT,301,9.9,D
13.575,103.356,334.5,1.6,1.2,2019-01-22,0615,A,84,6.0NRT,300.9,43.4,D
14.04,106.181,326.1,1.1,1,2019-01-22,0615,A,63,6.0NRT,302.5,14.1,D
14.027,106.093,324.6,1.1,1,2019-01-22,0615,A,63,6.0NRT,306.8,9.5,D
13.898,105.263,327.8,1.2,1.1,2019-01-22,0615,A,37,6.0NRT,300.7,19.6,D
14.049,106.18,330.2,1.1,1,2019-01-22,0615,A,73,6.0NRT,302.9,19.5,D
13.963,105.619,324.7,1.1,1.1,2019-01-22,0615,A,60,6.0NRT,301.7,14.6,D
13.962,105.608,321.3,1.1,1.1,2019-01-22,0615,A,46,6.0NRT,300.6,10.7,D
13.952,105.482,319,1.1,1.1,2019-01-22,0615,A,58,6.0NRT,297.5,5.6,D
14.063,106.147,334.1,1.1,1,2019-01-22,0615,A,83,6.0NRT,304.5,25.7,D
14.062,106.138,331.6,1.1,1,2019-01-22,0615,A,79,6.0NRT,304.7,21.3,D
14.006,105.769,321.3,1.1,1.1,2019-01-22,0615,A,32,6.0NRT,302.1,7.8,D
13.475,102.47,322.5,1.8,1.3,2019-01-22,0615,A,50,6.0NRT,305.3,16.6,D
14.126,106.503,322.2,1,1,2019-01-22,0615,A,72,6.0NRT,299.7,10.3,D
13.992,105.614,319.2,1.1,1.1,2019-01-22,0615,A,44,6.0NRT,301.1,7.5,D
13.878,104.884,319.9,1.2,1.1,2019-01-22,0615,A,46,6.0NRT,296.1,9.6,D
13.877,104.872,324.7,1.2,1.1,2019-01-22,0615,A,70,6.0NRT,296.2,15.6,D
13.503,102.566,323.4,1.8,1.3,2019-01-22,0615,A,60,6.0NRT,303.9,22.9,D
13.5,102.55,332.2,1.8,1.3,2019-01-22,0615,A,82,6.0NRT,304.5,46.4,D
13.489,102.485,324.7,1.8,1.3,2019-01-22,0615,A,59,6.0NRT,304.4,21.9,D
13.956,105.254,326.1,1.2,1.1,2019-01-22,0615,A,71,6.0NRT,304.8,12.9,D
14.042,105.753,321.5,1.1,1.1,2019-01-22,0615,A,38,6.0NRT,301.5,6.6,D
14.018,105.599,332.8,1.1,1.1,2019-01-22,0615,A,82,6.0NRT,299.4,28.9,D
14.017,105.589,318.5,1.1,1.1,2019-01-22,0615,A,46,6.0NRT,296.7,9,D
13.874,104.662,323.9,1.3,1.1,2019-01-22,0615,A,45,6.0NRT,306,12.4,D
