latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
14.06583,101.32845,367,0.49,0.49,2019-01-22,0600,N,high,1.0NRT,305.7,14.2,D
14.89235,106.20049,331.6,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,299.6,3.3,D
14.89175,106.19675,341.6,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,302.5,5.1,D
14.89056,106.18923,330.4,0.41,0.37,2019-01-22,0600,N,low,1.0NRT,302.5,4.4,D
14.06947,101.32303,341.8,0.49,0.49,2019-01-22,0600,N,nominal,1.0NRT,302.7,4,D
14.89854,106.19563,340.7,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,304.9,8,D
14.80461,105.60811,334,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,300.3,3.2,D
14.80145,105.58848,336.7,0.43,0.38,2019-01-22,0600,N,nominal,1.0NRT,303.6,3.7,D
14.80997,105.61926,332,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,301.3,1.9,D
14.80807,105.60751,336.8,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,301.9,5,D
14.33627,102.78339,334.8,0.4,0.44,2019-01-22,0600,N,nominal,1.0NRT,300.5,2.4,D
14.67058,104.74045,337,0.46,0.39,2019-01-22,0600,N,nominal,1.0NRT,301,3.5,D
14.92515,106.27598,343.2,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,302.1,9.3,D
14.09668,101.34618,338,0.49,0.49,2019-01-22,0600,N,nominal,1.0NRT,302.2,4.4,D
14.08852,101.30048,333.4,0.5,0.49,2019-01-22,0600,N,low,1.0NRT,304.8,2.5,D
14.92913,106.27917,336.7,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,301.2,4,D
14.92854,106.27543,336.7,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,301.1,3.5,D
14.92795,106.27168,330.4,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,299.5,3.5,D
14.08657,101.30227,338.6,0.5,0.49,2019-01-22,0600,N,nominal,1.0NRT,304.4,4,D
14.09952,101.34702,337.1,0.49,0.49,2019-01-22,0600,N,nominal,1.0NRT,302.1,4.2,D
14.96472,106.30017,341,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,296.4,18.9,D
14.3901,102.89668,336.8,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,301,4.4,D
14.02235,100.70447,336.9,0.54,0.51,2019-01-22,0600,N,nominal,1.0NRT,301.2,5.7,D
14.02142,100.69946,331.4,0.54,0.51,2019-01-22,0600,N,nominal,1.0NRT,299.6,3.2,D
14.14521,101.24368,347.3,0.5,0.49,2019-01-22,0600,N,nominal,1.0NRT,305.7,11.5,D
14.14437,101.23906,342.7,0.5,0.49,2019-01-22,0600,N,nominal,1.0NRT,302.6,11.5,D
14.06783,100.74237,334.4,0.54,0.51,2019-01-22,0600,N,nominal,1.0NRT,299,4.1,D
13.89471,99.67004,334,0.32,0.55,2019-01-22,0600,N,nominal,1.0NRT,298.7,2.5,D
15.08955,106.46978,333,0.4,0.37,2019-01-22,0600,N,low,1.0NRT,303.1,4,D
13.89389,99.67093,342.5,0.32,0.54,2019-01-22,0600,N,nominal,1.0NRT,298.9,3.5,D
14.47682,102.75271,337.3,0.4,0.44,2019-01-22,0600,N,nominal,1.0NRT,299.7,3.7,D
14.99851,105.7515,332.5,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,301.1,2.1,D
15.12478,106.45269,331.4,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,296.7,5.5,D
14.2114,101.11696,344.8,0.51,0.49,2019-01-22,0600,N,nominal,1.0NRT,304.6,27.8,D
15.12814,106.45214,345.2,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,295.5,5.5,D
15.15061,106.57273,336.7,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,296.6,4,D
15.01221,105.70516,332.2,0.42,0.38,2019-01-22,0600,N,low,1.0NRT,302.8,1.2,D
14.82262,104.52917,331.2,0.47,0.4,2019-01-22,0600,N,nominal,1.0NRT,299.5,2.6,D
15.13241,106.41369,334.2,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,295.3,5,D
15.13182,106.41,337.8,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,298.6,5.4,D
13.88134,99.13882,339.8,0.35,0.56,2019-01-22,0600,N,nominal,1.0NRT,293,7.7,D
13.88081,99.13599,336.7,0.35,0.56,2019-01-22,0600,N,nominal,1.0NRT,295,7.8,D
13.89009,99.15661,331.5,0.35,0.56,2019-01-22,0600,N,nominal,1.0NRT,294.8,3.3,D
14.10852,100.2435,334.1,0.58,0.52,2019-01-22,0600,N,nominal,1.0NRT,296.9,3.2,D
14.18838,100.65376,342.4,0.54,0.51,2019-01-22,0600,N,nominal,1.0NRT,301.2,6.9,D
14.8012,104.0517,335.7,0.5,0.41,2019-01-22,0600,N,nominal,1.0NRT,298.8,3.1,D
14.18593,100.65276,330.2,0.54,0.51,2019-01-22,0600,N,nominal,1.0NRT,299.3,3.4,D
14.10876,100.24799,333.4,0.58,0.52,2019-01-22,0600,N,nominal,1.0NRT,296.5,6.8,D
14.19059,100.65188,330.5,0.54,0.51,2019-01-22,0600,N,nominal,1.0NRT,299.3,3.4,D
15.19668,106.30864,331.6,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,296.3,3.1,D
14.47867,102.08544,331.2,0.44,0.46,2019-01-22,0600,N,nominal,1.0NRT,298.6,6.9,D
14.7577,103.64176,331.5,0.52,0.42,2019-01-22,0600,N,low,1.0NRT,303.8,2.5,D
14.75687,103.63693,331.4,0.52,0.42,2019-01-22,0600,N,low,1.0NRT,303.6,2.5,D
15.21956,106.36563,335.3,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,294,8.5,D
14.66709,103.051,334.1,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,301.8,3.1,D
15.22819,106.39828,349,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,297.5,5,D
14.67104,103.05029,330.4,0.57,0.43,2019-01-22,0600,N,low,1.0NRT,301.1,3.1,D
14.67712,103.03838,339.8,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,300.6,8.9,D
14.67621,103.03312,334.8,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,300.5,4.3,D
14.24263,100.54211,334.9,0.55,0.51,2019-01-22,0600,N,nominal,1.0NRT,298.1,6.6,D
14.61846,102.55917,330.7,0.4,0.45,2019-01-22,0600,N,low,1.0NRT,301.6,1.8,D
14.85225,103.89928,338.1,0.51,0.41,2019-01-22,0600,N,nominal,1.0NRT,298.8,4.4,D
14.43517,101.44725,357.2,0.48,0.48,2019-01-22,0600,N,nominal,1.0NRT,304,33.2,D
15.24691,106.2543,335.2,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,298.7,2.5,D
14.44478,101.45014,340.9,0.48,0.48,2019-01-22,0600,N,nominal,1.0NRT,295.3,4.9,D
15.25936,106.26746,350.2,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,304.3,8.2,D
15.15627,105.61736,331.7,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,300.5,2.9,D
15.15564,105.61345,337.2,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,300.8,2.9,D
14.73746,103.08128,336.3,0.56,0.43,2019-01-22,0600,N,nominal,1.0NRT,302.4,5.3,D
15.15971,105.61676,342.6,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,301.1,2.9,D
14.74759,103.11692,347.4,0.56,0.43,2019-01-22,0600,N,nominal,1.0NRT,302.1,4.8,D
15.15801,105.617,345.9,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,303.3,4.5,D
15.15737,105.61311,342.5,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,300.8,4.5,D
14.43429,101.44825,349.2,0.48,0.48,2019-01-22,0600,N,nominal,1.0NRT,302.7,14.5,D
14.43868,101.44744,367,0.48,0.48,2019-01-22,0600,N,high,1.0NRT,298.2,14.5,D
14.74574,103.11443,335.2,0.56,0.43,2019-01-22,0600,N,nominal,1.0NRT,301.1,8.2,D
14.73931,103.07815,339.6,0.56,0.43,2019-01-22,0600,N,nominal,1.0NRT,301.8,3.5,D
14.44392,101.45113,338.9,0.48,0.48,2019-01-22,0600,N,nominal,1.0NRT,295.8,8.6,D
14.6368,102.48147,340,0.41,0.45,2019-01-22,0600,N,nominal,1.0NRT,299.6,3.7,D
14.71579,102.87634,342,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,301.6,2.1,D
14.77358,103.08803,334.4,0.56,0.43,2019-01-22,0600,N,nominal,1.0NRT,302,3.9,D
14.0763,99.14025,330.2,0.34,0.56,2019-01-22,0600,N,nominal,1.0NRT,295,2.2,D
14.72564,102.64998,342.2,0.4,0.44,2019-01-22,0600,N,nominal,1.0NRT,301.5,2.1,D
14.60731,101.98115,341.2,0.44,0.46,2019-01-22,0600,N,nominal,1.0NRT,297.1,5.5,D
14.6066,101.97717,346,0.44,0.46,2019-01-22,0600,N,nominal,1.0NRT,297.1,5.1,D
14.8116,102.8728,336.6,0.38,0.44,2019-01-22,0600,N,nominal,1.0NRT,299.8,2.8,D
14.48638,101.07117,330.3,0.5,0.49,2019-01-22,0600,N,nominal,1.0NRT,299.6,6.1,D
15.27557,105.54118,332.4,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,296.3,5.5,D
15.00861,103.88414,337.1,0.5,0.41,2019-01-22,0600,N,nominal,1.0NRT,300.8,2.4,D
14.69779,102.1218,332.5,0.43,0.46,2019-01-22,0600,N,nominal,1.0NRT,301.3,3.8,D
14.69203,102.08997,334.6,0.43,0.46,2019-01-22,0600,N,nominal,1.0NRT,300.7,2.9,D
14.57618,101.45545,337.6,0.48,0.48,2019-01-22,0600,N,nominal,1.0NRT,300.7,5.5,D
15.32965,105.74324,331.4,0.42,0.37,2019-01-22,0600,N,low,1.0NRT,303.3,4.3,D
15.3337,105.74652,330.7,0.42,0.37,2019-01-22,0600,N,low,1.0NRT,303.5,4.3,D
15.40491,106.16841,334,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,301.7,1.8,D
15.3793,105.9863,336.9,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,303.1,10,D
14.52965,101.05305,334.4,0.51,0.49,2019-01-22,0600,N,nominal,1.0NRT,301.5,3.9,D
14.58924,101.35301,336.5,0.48,0.48,2019-01-22,0600,N,nominal,1.0NRT,300.1,5.8,D
14.46372,100.67088,331,0.54,0.51,2019-01-22,0600,N,nominal,1.0NRT,298.9,2.5,D
14.31625,99.83065,342.5,0.61,0.54,2019-01-22,0600,N,nominal,1.0NRT,298.6,4.1,D
14.87599,102.86465,353.4,0.38,0.44,2019-01-22,0600,N,nominal,1.0NRT,304.5,7.5,D
14.87537,102.86109,344.7,0.38,0.44,2019-01-22,0600,N,nominal,1.0NRT,302.8,8.9,D
14.24308,99.39008,339.5,0.33,0.55,2019-01-22,0600,N,nominal,1.0NRT,293.3,3.8,D
15.3305,105.55164,337.4,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,298,4.7,D
14.88617,102.89955,342.6,0.38,0.43,2019-01-22,0600,N,nominal,1.0NRT,301.8,5.2,D
14.87998,102.86393,344.1,0.38,0.44,2019-01-22,0600,N,nominal,1.0NRT,301.8,7.5,D
14.96267,103.31938,336.9,0.54,0.42,2019-01-22,0600,N,low,1.0NRT,310.7,39.3,D
15.41435,106.0311,333.2,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,300.4,3.6,D
14.96654,103.31869,355.6,0.54,0.42,2019-01-22,0600,N,nominal,1.0NRT,308.1,39.3,D
15.22046,104.8097,345.5,0.45,0.39,2019-01-22,0600,N,nominal,1.0NRT,300.1,7.3,D
14.9261,103.03608,330.2,0.56,0.43,2019-01-22,0600,N,low,1.0NRT,302.7,5.8,D
14.7253,101.81098,352,0.45,0.47,2019-01-22,0600,N,nominal,1.0NRT,307.5,22.3,D
15.49595,106.41631,344.2,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,299.3,11.5,D
15.40642,105.8052,343.5,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,303.3,7.3,D
15.40569,105.80515,342.2,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,303.6,7.9,D
14.72741,101.81091,349.9,0.45,0.47,2019-01-22,0600,N,nominal,1.0NRT,305,24.2,D
14.55722,100.772,331.8,0.53,0.5,2019-01-22,0600,N,nominal,1.0NRT,297.9,6,D
15.52251,106.29306,334.6,0.4,0.37,2019-01-22,0600,N,low,1.0NRT,304.6,4.1,D
15.52753,106.21577,333.2,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,303.5,2.9,D
15.37753,105.26295,333.2,0.43,0.38,2019-01-22,0600,N,nominal,1.0NRT,300,1.9,D
15.54049,106.14453,332.3,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,298.5,1.5,D
15.54387,106.14394,335.3,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,298.6,4.1,D
15.54131,106.10585,347.4,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,303.4,4.7,D
15.54469,106.10528,349.2,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,304,10.5,D
15.5427,105.95823,347.3,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,302.6,5.3,D
15.61071,106.33857,330.7,0.4,0.37,2019-01-22,0600,N,low,1.0NRT,300.8,1.8,D
14.85795,101.90522,344.5,0.44,0.46,2019-01-22,0600,N,nominal,1.0NRT,303.2,6.5,D
14.86218,101.90442,332.4,0.44,0.46,2019-01-22,0600,N,nominal,1.0NRT,300.7,2.6,D
15.5756,106.01087,336.8,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,298.9,3.3,D
14.86097,101.84979,336,0.44,0.46,2019-01-22,0600,N,nominal,1.0NRT,300.8,3.3,D
15.61178,106.19347,336.1,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,298.3,2.3,D
15.59903,106.09192,339.3,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,300.7,3.5,D
15.05618,102.86593,332.8,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,299.2,2.1,D
15.066,102.8751,330.3,0.57,0.43,2019-01-22,0600,N,low,1.0NRT,301.1,4.7,D
14.65139,100.59241,341.9,0.54,0.51,2019-01-22,0600,N,nominal,1.0NRT,298.5,5.9,D
15.59413,105.99603,335,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,302.6,19.9,D
15.59752,105.99545,340.1,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,305,19.9,D
15.61055,106.05519,331.4,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,303.6,2.1,D
14.98894,102.36858,346.3,0.41,0.45,2019-01-22,0600,N,nominal,1.0NRT,303.6,17.5,D
14.98826,102.36478,335.3,0.41,0.45,2019-01-22,0600,N,nominal,1.0NRT,302.7,17.5,D
14.8161,101.40822,348.7,0.47,0.48,2019-01-22,0600,N,nominal,1.0NRT,299.6,7.3,D
14.99303,102.36779,350.5,0.41,0.45,2019-01-22,0600,N,nominal,1.0NRT,297,17.5,D
14.82048,101.40739,348.6,0.47,0.48,2019-01-22,0600,N,nominal,1.0NRT,302.4,7.3,D
15.65116,106.26704,335.2,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,298.6,2.4,D
15.63165,106.14407,336.2,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,301.7,3.5,D
14.75928,101.0219,341.7,0.5,0.49,2019-01-22,0600,N,nominal,1.0NRT,304.1,4.7,D
15.60057,105.90538,335.1,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,301.9,3.4,D
15.21752,103.42589,345.6,0.53,0.42,2019-01-22,0600,N,nominal,1.0NRT,301.2,7.3,D
15.21668,103.42097,352.5,0.53,0.42,2019-01-22,0600,N,nominal,1.0NRT,297.3,7.3,D
15.65915,106.05458,337.1,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,304,4.2,D
15.21943,103.42832,331.8,0.53,0.42,2019-01-22,0600,N,nominal,1.0NRT,299.7,6.2,D
15.21856,103.42342,348,0.53,0.42,2019-01-22,0600,N,nominal,1.0NRT,299.2,6.2,D
15.62829,105.77568,331,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,300.7,3.6,D
15.32073,103.91943,342.9,0.5,0.41,2019-01-22,0600,N,nominal,1.0NRT,302.1,5.4,D
15.64537,105.77279,337.4,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,298.1,3.4,D
14.98617,101.8951,341.4,0.44,0.46,2019-01-22,0600,N,nominal,1.0NRT,303.1,6.2,D
14.75903,100.61593,333.5,0.53,0.5,2019-01-22,0600,N,nominal,1.0NRT,300.5,3.9,D
15.56778,105.1445,342,0.43,0.38,2019-01-22,0600,N,nominal,1.0NRT,303.2,6,D
15.54671,104.97243,344.9,0.44,0.38,2019-01-22,0600,N,nominal,1.0NRT,304.9,21.1,D
15.54604,104.96834,330.9,0.44,0.38,2019-01-22,0600,N,nominal,1.0NRT,299,2.6,D
15.55024,104.97181,337.1,0.44,0.38,2019-01-22,0600,N,nominal,1.0NRT,302.1,2.4,D
15.37889,103.92321,341.1,0.5,0.41,2019-01-22,0600,N,nominal,1.0NRT,303.4,4.5,D
14.95546,101.48116,355.4,0.47,0.47,2019-01-22,0600,N,nominal,1.0NRT,303.2,9.8,D
15.40864,104.05419,338.2,0.49,0.4,2019-01-22,0600,N,nominal,1.0NRT,300.2,5.6,D
14.9598,101.48034,345.8,0.47,0.47,2019-01-22,0600,N,nominal,1.0NRT,299,9.8,D
14.69508,99.98683,337,0.59,0.53,2019-01-22,0600,N,nominal,1.0NRT,298.2,7.5,D
15.20166,102.77408,340.9,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,303.7,3.2,D
15.773,106.2008,335.9,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,302.5,3.4,D
15.77579,106.1965,334.6,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,303.8,2.5,D
15.19529,102.68977,346.3,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,302.3,3.1,D
15.77975,106.19966,334.8,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,301.8,2.5,D
15.07027,101.8079,334.9,0.44,0.46,2019-01-22,0600,N,nominal,1.0NRT,302,2.7,D
14.90231,100.90117,340.5,0.51,0.49,2019-01-22,0600,N,nominal,1.0NRT,303.5,6.3,D
15.7193,105.49395,330.1,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,295.8,5,D
15.04503,101.59744,342,0.46,0.47,2019-01-22,0600,N,nominal,1.0NRT,302.8,46.1,D
15.05165,101.60928,332.1,0.46,0.47,2019-01-22,0600,N,nominal,1.0NRT,301.4,2.3,D
15.033,101.50732,330.5,0.46,0.47,2019-01-22,0600,N,low,1.0NRT,301.2,5.1,D
15.1541,102.12679,330,0.42,0.45,2019-01-22,0600,N,low,1.0NRT,300.6,2,D
15.47521,103.94046,330.6,0.49,0.41,2019-01-22,0600,N,low,1.0NRT,300.7,2.3,D
15.31715,103.02386,341.8,0.56,0.43,2019-01-22,0600,N,nominal,1.0NRT,295.1,5.1,D
15.16799,102.15642,335.4,0.42,0.45,2019-01-22,0600,N,nominal,1.0NRT,300.4,3,D
15.48617,103.91487,338.6,0.49,0.41,2019-01-22,0600,N,nominal,1.0NRT,299.6,3,D
15.44604,103.63316,340.6,0.51,0.41,2019-01-22,0600,N,nominal,1.0NRT,296.5,5.9,D
15.44901,103.62772,331.3,0.51,0.41,2019-01-22,0600,N,nominal,1.0NRT,296.8,3.2,D
15.25906,102.50375,339.7,0.4,0.44,2019-01-22,0600,N,nominal,1.0NRT,303,2.7,D
15.2493,102.44805,343.7,0.4,0.44,2019-01-22,0600,N,nominal,1.0NRT,301.5,4.7,D
15.15344,101.90527,341.5,0.44,0.46,2019-01-22,0600,N,nominal,1.0NRT,301.1,4.4,D
15.41207,103.36497,336.1,0.53,0.42,2019-01-22,0600,N,nominal,1.0NRT,301.1,3.5,D
14.99951,100.9985,340.4,0.5,0.49,2019-01-22,0600,N,nominal,1.0NRT,301.9,5,D
15.09471,101.45152,344.8,0.47,0.47,2019-01-22,0600,N,nominal,1.0NRT,301.9,12.1,D
15.09505,101.45202,367,0.47,0.47,2019-01-22,0600,N,high,1.0NRT,302.4,10.4,D
15.01543,100.97744,335.2,0.5,0.49,2019-01-22,0600,N,nominal,1.0NRT,301.9,2.7,D
15.5405,103.86845,348.4,0.5,0.41,2019-01-22,0600,N,nominal,1.0NRT,303.7,12.9,D
15.54422,103.86778,330.5,0.5,0.41,2019-01-22,0600,N,low,1.0NRT,303.3,3.6,D
15.10401,101.40331,335.1,0.47,0.48,2019-01-22,0600,N,nominal,1.0NRT,302,4.6,D
15.5469,103.83875,334,0.5,0.41,2019-01-22,0600,N,low,1.0NRT,305.7,4.3,D
15.61688,104.22655,333,0.48,0.4,2019-01-22,0600,N,nominal,1.0NRT,298.7,1.4,D
15.53465,103.74509,338.4,0.5,0.41,2019-01-22,0600,N,nominal,1.0NRT,296,3.7,D
15.32166,102.5295,333.9,0.4,0.44,2019-01-22,0600,N,nominal,1.0NRT,303.5,1.9,D
15.30714,102.4482,339.5,0.4,0.44,2019-01-22,0600,N,nominal,1.0NRT,303.4,3.1,D
15.54561,103.78641,336.1,0.5,0.41,2019-01-22,0600,N,nominal,1.0NRT,299.4,4.1,D
15.5392,103.74909,345.1,0.5,0.41,2019-01-22,0600,N,nominal,1.0NRT,296.4,15.2,D
15.53759,103.73973,332.2,0.5,0.41,2019-01-22,0600,N,nominal,1.0NRT,295.9,3.6,D
15.2348,102.02203,333.8,0.43,0.46,2019-01-22,0600,N,nominal,1.0NRT,303.4,3.6,D
14.85296,99.96729,341.7,0.59,0.53,2019-01-22,0600,N,nominal,1.0NRT,299.1,4.1,D
15.27128,102.20078,339.9,0.42,0.45,2019-01-22,0600,N,nominal,1.0NRT,302.9,6.7,D
15.58528,103.97372,336.6,0.49,0.4,2019-01-22,0600,N,nominal,1.0NRT,300.9,5.4,D
15.27472,102.19615,343.4,0.42,0.45,2019-01-22,0600,N,nominal,1.0NRT,303,5.9,D
15.39776,102.8663,337.1,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,302.6,3.7,D
15.39684,102.86105,331.6,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,301.2,3.7,D
15.27885,102.1954,333.2,0.42,0.45,2019-01-22,0600,N,nominal,1.0NRT,301.3,5.9,D
15.27816,102.19155,349.6,0.42,0.45,2019-01-22,0600,N,nominal,1.0NRT,302.3,5.9,D
15.38734,102.54755,350.9,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,306.1,16.3,D
15.3867,102.54389,350.2,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,305.2,16.3,D
14.83943,99.52164,353.4,0.63,0.54,2019-01-22,0600,N,nominal,1.0NRT,295.9,34.8,D
15.39201,102.55046,336.1,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,303.1,8.2,D
15.39137,102.5468,349.7,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,305.7,16.3,D
15.65267,103.98966,352.8,0.49,0.4,2019-01-22,0600,N,nominal,1.0NRT,305.6,8.2,D
15.65509,103.99065,347.6,0.49,0.4,2019-01-22,0600,N,nominal,1.0NRT,306.9,23.4,D
14.84072,99.52521,339.6,0.63,0.54,2019-01-22,0600,N,nominal,1.0NRT,294.3,20.4,D
14.83963,99.51963,332.9,0.63,0.54,2019-01-22,0600,N,nominal,1.0NRT,295.2,19.2,D
15.75595,104.49382,334.2,0.46,0.39,2019-01-22,0600,N,nominal,1.0NRT,302,4.3,D
15.43098,102.62537,333.9,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,304.3,2.9,D
15.42331,102.55932,341.7,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,303.1,6.3,D
15.42265,102.55566,347.5,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,305.4,6.5,D
14.93486,99.93167,342.3,0.59,0.53,2019-01-22,0600,N,nominal,1.0NRT,300.4,7.6,D
15.42732,102.55854,347,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,303.8,6.3,D
15.42667,102.55489,346.3,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,303.5,6.5,D
15.19818,101.29987,334.1,0.47,0.48,2019-01-22,0600,N,nominal,1.0NRT,303.1,3.1,D
15.51226,103.01412,331.5,0.55,0.43,2019-01-22,0600,N,low,1.0NRT,306.2,3.7,D
15.19405,101.20384,338.2,0.48,0.48,2019-01-22,0600,N,nominal,1.0NRT,301.5,5.7,D
15.19322,101.19937,343.2,0.48,0.48,2019-01-22,0600,N,nominal,1.0NRT,302.1,10.8,D
15.19845,101.20298,336.7,0.48,0.48,2019-01-22,0600,N,nominal,1.0NRT,300.6,5.7,D
15.19763,101.19852,340.2,0.48,0.48,2019-01-22,0600,N,nominal,1.0NRT,301.2,10.8,D
15.1968,101.19402,340.1,0.48,0.48,2019-01-22,0600,N,nominal,1.0NRT,300.6,10.8,D
15.19598,101.18955,341.7,0.48,0.48,2019-01-22,0600,N,nominal,1.0NRT,306,68.6,D
15.58562,103.34258,334.5,0.53,0.42,2019-01-22,0600,N,low,1.0NRT,305.9,5.7,D
15.58391,103.33273,336.1,0.53,0.42,2019-01-22,0600,N,nominal,1.0NRT,304.7,6.6,D
15.53417,103.04712,334.6,0.55,0.43,2019-01-22,0600,N,nominal,1.0NRT,301.8,3.6,D
15.44629,102.52481,333.3,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,300.9,2,D
15.21871,101.26357,344.8,0.48,0.48,2019-01-22,0600,N,nominal,1.0NRT,303.5,14.5,D
15.59413,103.34608,341.3,0.53,0.42,2019-01-22,0600,N,nominal,1.0NRT,307.3,6.7,D
15.59243,103.33626,343.4,0.53,0.42,2019-01-22,0600,N,nominal,1.0NRT,303.6,5.6,D
15.27861,101.5669,343.8,0.45,0.47,2019-01-22,0600,N,nominal,1.0NRT,309.5,63.2,D
14.94086,99.75318,340.3,0.6,0.53,2019-01-22,0600,N,nominal,1.0NRT,298.4,5.6,D
15.27785,101.5627,309.9,0.46,0.47,2019-01-22,0600,N,low,1.0NRT,314.2,72.1,D
15.32704,101.81007,334.9,0.44,0.46,2019-01-22,0600,N,nominal,1.0NRT,301,2.3,D
15.50808,102.80531,339.6,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,302.3,9,D
15.50715,102.80002,333.2,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,301.1,9,D
15.56602,103.11476,334.5,0.55,0.42,2019-01-22,0600,N,nominal,1.0NRT,301.6,3.6,D
14.98679,99.9158,346.5,0.59,0.53,2019-01-22,0600,N,nominal,1.0NRT,301.4,10.8,D
14.99263,99.9203,340.4,0.59,0.53,2019-01-22,0600,N,nominal,1.0NRT,300.9,7.1,D
14.95872,99.579,338.7,0.62,0.54,2019-01-22,0600,N,nominal,1.0NRT,298.5,5.1,D
15.78671,104.1262,345.2,0.48,0.4,2019-01-22,0600,N,nominal,1.0NRT,302.3,9.5,D
14.95909,99.57802,334.1,0.62,0.54,2019-01-22,0600,N,nominal,1.0NRT,297.5,8.4,D
15.65944,103.2812,351.6,0.53,0.42,2019-01-22,0600,N,nominal,1.0NRT,307.1,9.9,D
15.66328,103.2805,336.4,0.53,0.42,2019-01-22,0600,N,nominal,1.0NRT,300.6,9.9,D
