latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
12.92137,105.35168,333,0.45,0.39,2019-01-22,0600,N,nominal,1.0NRT,302.3,3.1,D
12.92069,105.34749,333.7,0.45,0.39,2019-01-22,0600,N,low,1.0NRT,304.2,3.1,D
12.60647,103.45624,334.3,0.38,0.43,2019-01-22,0600,N,nominal,1.0NRT,302.4,1.5,D
12.57854,103.26767,330.3,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,303.4,4.1,D
12.57793,103.26412,343,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,302.2,4,D
13.34431,107.99368,332.5,0.38,0.36,2019-01-22,0600,N,nominal,1.0NRT,294.9,2.5,D
12.60966,103.42657,332.4,0.39,0.44,2019-01-22,0600,N,low,1.0NRT,303.6,2.3,D
12.57529,103.22417,346.2,0.4,0.44,2019-01-22,0600,N,nominal,1.0NRT,298.3,7.9,D
12.55265,103.09128,331.1,0.4,0.45,2019-01-22,0600,N,low,1.0NRT,301.8,2.9,D
12.61006,103.40461,330.8,0.39,0.44,2019-01-22,0600,N,low,1.0NRT,302.4,2.3,D
13.13001,106.545,335.7,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,298.4,2.3,D
13.12824,106.53375,335.4,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,296.3,2.5,D
13.09059,106.29521,334.3,0.42,0.37,2019-01-22,0600,N,low,1.0NRT,307.7,2.3,D
13.09039,106.27169,338.2,0.42,0.37,2019-01-22,0600,N,nominal,1.0NRT,304.1,2.9,D
12.51441,102.76748,331,0.42,0.46,2019-01-22,0600,N,nominal,1.0NRT,301.1,4.9,D
12.51375,102.76359,336.4,0.42,0.46,2019-01-22,0600,N,nominal,1.0NRT,301.9,3.8,D
12.868,104.86385,330.5,0.48,0.4,2019-01-22,0600,N,low,1.0NRT,305.2,8.8,D
13.13373,106.50202,340.3,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,297.1,2.6,D
12.99411,105.62194,346.9,0.44,0.38,2019-01-22,0600,N,nominal,1.0NRT,301.7,7.4,D
12.87166,104.86322,353.9,0.48,0.4,2019-01-22,0600,N,nominal,1.0NRT,308.8,8.8,D
13.41802,108.32523,331.4,0.38,0.36,2019-01-22,0600,N,nominal,1.0NRT,299,2.1,D
13.13346,106.50172,337.7,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,296.9,5.4,D
13.10418,106.32018,331.7,0.41,0.37,2019-01-22,0600,N,low,1.0NRT,305.6,2.6,D
13.37508,108.02061,339.2,0.38,0.36,2019-01-22,0600,N,nominal,1.0NRT,300.2,8.5,D
13.13686,106.50116,337,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,298.3,5.4,D
13.10575,106.30815,331.5,0.41,0.37,2019-01-22,0600,N,low,1.0NRT,305.8,2.4,D
12.99366,105.62229,345.4,0.44,0.38,2019-01-22,0600,N,nominal,1.0NRT,301.8,5.6,D
12.87078,104.86434,348,0.48,0.4,2019-01-22,0600,N,nominal,1.0NRT,308.2,15.9,D
12.87004,104.85995,337.2,0.48,0.4,2019-01-22,0600,N,nominal,1.0NRT,306.8,5.9,D
13.10829,106.28029,349.6,0.42,0.37,2019-01-22,0600,N,nominal,1.0NRT,307,10.9,D
13.10767,106.27648,336,0.42,0.37,2019-01-22,0600,N,nominal,1.0NRT,305.9,3.7,D
12.51414,102.76339,339.1,0.42,0.46,2019-01-22,0600,N,nominal,1.0NRT,302.3,3,D
13.31172,107.52118,337.5,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,298.6,7.9,D
13.31116,107.51761,355.3,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,306.7,22.4,D
13.31061,107.51404,345,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,296.9,22.4,D
13.10651,106.22562,349.7,0.42,0.37,2019-01-22,0600,N,nominal,1.0NRT,307.6,5.1,D
12.94849,105.26154,334.8,0.46,0.39,2019-01-22,0600,N,nominal,1.0NRT,299.9,2.8,D
12.55239,102.95463,334.6,0.41,0.45,2019-01-22,0600,N,nominal,1.0NRT,303.4,3.5,D
12.54564,102.9165,330.7,0.41,0.45,2019-01-22,0600,N,low,1.0NRT,303.6,2.5,D
13.31449,107.51707,356.3,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,299.9,6.7,D
13.31393,107.5135,331.5,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,296.5,6.7,D
12.95277,105.26513,337.9,0.46,0.39,2019-01-22,0600,N,nominal,1.0NRT,302.3,5.3,D
12.95208,105.26093,351,0.46,0.39,2019-01-22,0600,N,nominal,1.0NRT,303.4,7.3,D
13.07579,105.99221,330.9,0.43,0.38,2019-01-22,0600,N,low,1.0NRT,301.9,3.4,D
13.31836,107.49812,332.3,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,295.5,2.5,D
13.17207,106.56847,341.5,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,296.8,4.5,D
13.17148,106.56473,347.6,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,298.6,4.5,D
13.13097,106.3118,334.7,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,302.5,3.1,D
13.32058,107.49044,335.5,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,299.5,4.1,D
13.32003,107.48685,335.2,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,295.2,3.4,D
13.17547,106.56792,336.5,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,298.9,4.5,D
13.13843,106.31448,337.1,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,304.2,2.8,D
13.13782,106.31067,339.3,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,303.8,2.8,D
13.11937,106.19592,335.2,0.42,0.38,2019-01-22,0600,N,low,1.0NRT,305.5,3.3,D
13.11875,106.19206,349.5,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,306.1,3.3,D
13.11751,106.18438,333.1,0.42,0.38,2019-01-22,0600,N,low,1.0NRT,306,3,D
12.57422,102.95803,331.1,0.41,0.45,2019-01-22,0600,N,low,1.0NRT,305.5,1.3,D
13.14125,106.31011,332.4,0.41,0.37,2019-01-22,0600,N,low,1.0NRT,306,2.8,D
12.75006,103.9491,332.9,0.54,0.42,2019-01-22,0600,N,nominal,1.0NRT,299.4,6.3,D
12.57434,102.9345,330.3,0.41,0.45,2019-01-22,0600,N,low,1.0NRT,304.6,3.1,D
12.567,102.89268,336.6,0.42,0.45,2019-01-22,0600,N,nominal,1.0NRT,306.5,2.3,D
13.14407,106.30576,339.4,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,304.3,2.9,D
13.14505,106.28993,330.8,0.42,0.37,2019-01-22,0600,N,low,1.0NRT,305.5,0.9,D
12.60656,103.02195,354.8,0.41,0.45,2019-01-22,0600,N,nominal,1.0NRT,310.9,22.8,D
13.18074,106.44753,334,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,296.2,2.5,D
13.15168,106.26535,348.5,0.42,0.37,2019-01-22,0600,N,nominal,1.0NRT,306.4,8.8,D
13.15107,106.26156,347.5,0.42,0.37,2019-01-22,0600,N,nominal,1.0NRT,305,6.3,D
12.61065,103.0212,342.2,0.41,0.45,2019-01-22,0600,N,nominal,1.0NRT,305.6,3.4,D
13.15572,106.2686,338,0.42,0.37,2019-01-22,0600,N,nominal,1.0NRT,304.2,8.8,D
13.15511,106.26481,357.9,0.42,0.37,2019-01-22,0600,N,nominal,1.0NRT,303.2,8.8,D
13.32215,107.30267,335,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,300,2.6,D
13.19396,106.46469,331.7,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,299.2,2.4,D
12.60729,102.92845,340.7,0.41,0.45,2019-01-22,0600,N,nominal,1.0NRT,298.6,3.4,D
13.12087,105.98468,334.1,0.43,0.38,2019-01-22,0600,N,nominal,1.0NRT,300.1,4.7,D
12.67398,103.26711,342.1,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,303.7,3,D
13.30117,107.07994,342.2,0.39,0.37,2019-01-22,0600,N,nominal,1.0NRT,287.6,4.8,D
12.77748,103.85243,335.9,0.54,0.42,2019-01-22,0600,N,nominal,1.0NRT,299.4,6,D
12.67801,103.26639,345.6,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,303.7,6.1,D
12.71298,103.44739,367,0.38,0.43,2019-01-22,0600,N,high,1.0NRT,305.2,6.1,D
13.30395,107.07576,349.6,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,289.4,5.2,D
13.30339,107.07213,336.5,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,290.8,5.2,D
12.71358,103.4509,339.1,0.38,0.43,2019-01-22,0600,N,nominal,1.0NRT,302.6,6.1,D
13.3073,107.07522,348.3,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,291.6,6.2,D
13.30674,107.07158,332.7,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,290,6.2,D
13.16201,106.15322,335.7,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,304.7,2.5,D
12.72661,103.50361,341.2,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,302.3,6,D
13.30952,107.06741,332.6,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,292.6,1.3,D
12.92134,104.64539,331.8,0.49,0.4,2019-01-22,0600,N,low,1.0NRT,306.1,3.3,D
12.70291,103.33961,347,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,304.1,8.3,D
12.59771,102.7243,341.5,0.43,0.46,2019-01-22,0600,N,nominal,1.0NRT,299.9,5.7,D
13.17747,106.20595,334.4,0.42,0.37,2019-01-22,0600,N,nominal,1.0NRT,303.5,6.7,D
13.16153,106.10571,332.9,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,302.9,1.6,D
13.15968,106.09408,337.2,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,305.8,2.2,D
13.18638,106.23988,336.1,0.42,0.37,2019-01-22,0600,N,nominal,1.0NRT,299.5,5.1,D
13.16498,106.10514,333.3,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,302.6,1.6,D
12.73541,103.45878,339.3,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,304.2,4.6,D
13.2322,106.48548,333.9,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,294.2,2.9,D
12.91979,104.54316,356.2,0.5,0.41,2019-01-22,0600,N,nominal,1.0NRT,310.2,25.3,D
12.73938,103.45807,336.5,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,304.3,4.6,D
12.74336,103.45736,342.3,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,303.6,7.1,D
13.35375,107.20471,330.4,0.39,0.36,2019-01-22,0600,N,low,1.0NRT,300.5,2.6,D
12.91769,104.54499,338.1,0.5,0.41,2019-01-22,0600,N,nominal,1.0NRT,307,13.5,D
12.91691,104.54044,336.2,0.5,0.41,2019-01-22,0600,N,nominal,1.0NRT,305.1,7,D
13.18795,106.14503,340.1,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,305.8,8,D
12.92141,104.54435,347.8,0.5,0.41,2019-01-22,0600,N,nominal,1.0NRT,308.7,13.5,D
13.24304,106.46426,342.7,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,293,6.5,D
13.24183,106.45673,335.2,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,293.8,4,D
12.73699,103.45598,340.7,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,303.5,3.9,D
12.74189,103.46053,339.9,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,304.2,6.4,D
12.74097,103.45528,332.2,0.57,0.43,2019-01-22,0600,N,low,1.0NRT,302.6,3.9,D
13.19828,106.14331,333.6,0.42,0.38,2019-01-22,0600,N,low,1.0NRT,306.7,2.9,D
13.00372,104.96376,335,0.47,0.4,2019-01-22,0600,N,nominal,1.0NRT,302.9,2.4,D
12.66944,103.0257,333.6,0.41,0.45,2019-01-22,0600,N,nominal,1.0NRT,300.9,2.5,D
13.20173,106.14275,342.9,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,305.5,2.9,D
12.71293,103.24851,341.3,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,304,4,D
13.28179,106.61919,346.8,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,289.2,9.2,D
13.32852,106.89182,331.3,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,284.5,3,D
13.29152,106.63667,330.4,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,288.9,1.7,D
13.28797,106.61434,331.3,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,288.9,3,D
12.76814,103.49371,337.5,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,303.1,3.8,D
12.68756,102.96056,342.2,0.41,0.45,2019-01-22,0600,N,nominal,1.0NRT,300,4.3,D
13.30491,106.61153,347.6,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,292.3,11.7,D
13.30432,106.60781,348.1,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,294.2,10.8,D
13.22245,106.09567,333.7,0.42,0.38,2019-01-22,0600,N,low,1.0NRT,307.4,0.9,D
13.30238,106.57368,332,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,291.4,2.5,D
12.99095,104.66248,331.1,0.49,0.4,2019-01-22,0600,N,low,1.0NRT,306,1.8,D
13.40275,107.1894,338.3,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,300,3.7,D
13.38804,107.09524,333,0.39,0.37,2019-01-22,0600,N,nominal,1.0NRT,294.1,2,D
13.21874,106.02857,343.8,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,304.7,12.4,D
13.22219,106.02799,347,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,306.2,4.5,D
12.72113,103.0319,339.3,0.41,0.45,2019-01-22,0600,N,nominal,1.0NRT,300.8,3.3,D
12.82514,103.61185,338.9,0.56,0.43,2019-01-22,0600,N,nominal,1.0NRT,291.8,7.8,D
13.00573,104.65993,339.1,0.49,0.4,2019-01-22,0600,N,nominal,1.0NRT,307,6.2,D
13.42231,107.22701,339.1,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,301.1,8.4,D
13.28715,106.36791,341.1,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,295.1,4,D
13.00942,104.65929,352.4,0.49,0.4,2019-01-22,0600,N,nominal,1.0NRT,306.7,6.2,D
12.73787,103.05566,341.3,0.4,0.45,2019-01-22,0600,N,nominal,1.0NRT,304.4,4.5,D
13.29297,106.3825,342.8,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,297.1,23,D
13.29237,106.37872,339.9,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,295,13.2,D
13.29057,106.36736,346.9,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,299.3,27.1,D
13.28996,106.36357,333.2,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,294,16.2,D
13.28936,106.35979,333.7,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,293.9,16.2,D
12.81574,103.48526,344.8,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,304.4,8.7,D
12.81485,103.48003,348.4,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,304,8.7,D
12.74195,103.05492,339.3,0.4,0.45,2019-01-22,0600,N,nominal,1.0NRT,303.2,3.3,D
13.29639,106.38194,340.2,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,300.3,23,D
13.29579,106.37816,343.2,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,298,13.2,D
13.29338,106.36303,341.5,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,303.4,16.2,D
13.44907,107.33331,342.4,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,302.9,4.7,D
13.2998,106.38139,337,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,295.5,3.7,D
13.24295,106.02454,337.6,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,306.8,2,D
12.98961,104.44785,343.9,0.5,0.41,2019-01-22,0600,N,nominal,1.0NRT,302,18.7,D
12.81587,103.41392,340.5,0.38,0.43,2019-01-22,0600,N,nominal,1.0NRT,302.4,3,D
13.2737,106.15068,332.7,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,303.2,2.6,D
12.76366,103.05897,340.5,0.4,0.44,2019-01-22,0600,N,nominal,1.0NRT,300,4.8,D
13.51967,107.70278,345.1,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,298.4,7.2,D
13.46685,107.33781,330.1,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,299.9,2.3,D
13.31866,106.38986,346.7,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,293.9,9.5,D
13.28486,106.17647,338.4,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,301,2.1,D
12.7905,103.1673,336.4,0.4,0.44,2019-01-22,0600,N,nominal,1.0NRT,302.9,4.6,D
13.42421,107.04092,335.9,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,296.8,4.6,D
13.42365,107.03728,337.4,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,297.4,4.6,D
13.3125,106.32874,339.5,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,301.4,18.4,D
13.3119,106.32493,340.9,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,299.9,18.4,D
13.31592,106.3282,346.3,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,306.9,18.4,D
13.31532,106.32438,342.5,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,301.9,18.4,D
13.48957,107.38185,335,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,303.4,3.8,D
13.30523,106.20111,332.1,0.42,0.37,2019-01-22,0600,N,nominal,1.0NRT,300,2.1,D
13.30336,106.18959,340.7,0.42,0.37,2019-01-22,0600,N,nominal,1.0NRT,303.2,3.3,D
13.30274,106.18576,331.1,0.42,0.37,2019-01-22,0600,N,low,1.0NRT,301.5,3.3,D
13.3068,106.18906,344.4,0.42,0.37,2019-01-22,0600,N,nominal,1.0NRT,301.3,3.5,D
13.30618,106.18523,332.6,0.42,0.37,2019-01-22,0600,N,nominal,1.0NRT,298.2,3.5,D
13.45042,107.06649,347,0.39,0.37,2019-01-22,0600,N,nominal,1.0NRT,298.8,9,D
13.39605,106.6577,343.6,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,288.4,8.4,D
13.31308,106.14063,341.1,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,303.4,2.7,D
12.84748,103.37552,337,0.38,0.44,2019-01-22,0600,N,nominal,1.0NRT,303.8,4.6,D
12.82776,103.23928,343.6,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,304.2,7.7,D
12.80671,103.11939,331.6,0.4,0.44,2019-01-22,0600,N,low,1.0NRT,302.5,4.1,D
12.85485,103.37057,342,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,303.8,4.2,D
12.83932,103.28164,330.8,0.39,0.44,2019-01-22,0600,N,low,1.0NRT,304.6,2,D
12.74792,102.73804,344.4,0.42,0.45,2019-01-22,0600,N,nominal,1.0NRT,299,8.9,D
13.15949,105.1151,345.2,0.46,0.39,2019-01-22,0600,N,nominal,1.0NRT,301.2,11,D
13.49083,107.14909,349.6,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,301.7,4.9,D
12.85074,103.27593,337.9,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,304.6,3.2,D
13.41458,106.64322,337.5,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,287.5,9.2,D
13.41399,106.6395,344,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,289.4,9.2,D
13.4134,106.63577,332.7,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,287.1,2.8,D
13.41973,106.65379,332.2,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,290,3.1,D
13.41855,106.64637,344.6,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,287.3,7.6,D
13.41796,106.64265,353.7,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,294.5,9.2,D
13.41737,106.63893,339.4,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,288.5,9.2,D
13.41678,106.63521,333.9,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,287.6,2.8,D
13.40835,106.56019,331.9,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,294.3,1.7,D
15.19114,120.20315,328.4,0.58,0.7,2019-01-22,0600,N,nominal,1.0NRT,296.7,5.7,D
12.86524,103.24007,331.3,0.39,0.44,2019-01-22,0600,N,low,1.0NRT,303.2,2,D
13.38207,106.32914,348.6,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,298.4,11.4,D
12.87915,103.29669,337.9,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,304.1,4.4,D
13.32823,105.97084,334.7,0.42,0.38,2019-01-22,0600,N,low,1.0NRT,305.1,0.7,D
12.89294,103.35287,331.8,0.39,0.44,2019-01-22,0600,N,low,1.0NRT,302.9,2.9,D
12.92169,103.49681,341.1,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,303,32.4,D
13.70665,108.35505,337.1,0.38,0.36,2019-01-22,0600,N,nominal,1.0NRT,292.6,6.1,D
13.16375,104.91585,339.4,0.47,0.4,2019-01-22,0600,N,nominal,1.0NRT,307.9,13,D
13.16303,104.91151,342.3,0.47,0.4,2019-01-22,0600,N,nominal,1.0NRT,306.1,5.3,D
13.57002,107.43868,334.8,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,296,3.5,D
13.56947,107.4351,331,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,291.8,3.5,D
13.16667,104.9109,339.3,0.47,0.4,2019-01-22,0600,N,nominal,1.0NRT,308.7,5.3,D
12.93932,103.55248,345.7,0.56,0.43,2019-01-22,0600,N,nominal,1.0NRT,298.2,7.2,D
13.57335,107.43815,338.4,0.39,0.36,2019-01-22,0600,N,nominal,1.0NRT,297.6,6.4,D
12.94326,103.55179,345.3,0.56,0.43,2019-01-22,0600,N,nominal,1.0NRT,298.8,10.4,D
12.83235,102.90377,343.4,0.41,0.45,2019-01-22,0600,N,nominal,1.0NRT,301,4.4,D
13.49289,106.89877,343.7,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,296.1,3.1,D
13.49232,106.89512,347.3,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,295.7,3.5,D
13.49174,106.89146,335.5,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,293.7,3.5,D
13.19375,105.03043,335.3,0.47,0.39,2019-01-22,0600,N,nominal,1.0NRT,300.6,2.3,D
12.94721,103.55109,338.6,0.56,0.43,2019-01-22,0600,N,nominal,1.0NRT,300.4,10.4,D
12.91893,103.38467,330.4,0.38,0.43,2019-01-22,0600,N,low,1.0NRT,302.1,1,D
12.83647,102.90305,338.3,0.41,0.45,2019-01-22,0600,N,nominal,1.0NRT,299.4,4.4,D
13.52186,107.06227,337,0.39,0.37,2019-01-22,0600,N,nominal,1.0NRT,301.3,4.3,D
13.49625,106.89822,339.4,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,296.3,3.5,D
13.12214,104.57232,332.1,0.49,0.4,2019-01-22,0600,N,low,1.0NRT,306.3,5,D
13.21391,105.04016,334,0.46,0.39,2019-01-22,0600,N,low,1.0NRT,305.7,7.1,D
12.91876,103.23788,332.6,0.39,0.44,2019-01-22,0600,N,low,1.0NRT,305.4,2.2,D
13.47082,106.6034,332,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,292.5,2.7,D
13.42391,106.28315,335.2,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,296.5,3.5,D
13.22267,105.02548,348.7,0.47,0.39,2019-01-22,0600,N,nominal,1.0NRT,300.6,9.9,D
13.42359,106.28317,335,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,296.6,3.8,D
13.22361,105.02624,339.7,0.47,0.39,2019-01-22,0600,N,nominal,1.0NRT,299.8,13.8,D
13.44057,106.32318,335.4,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,293.6,6.2,D
12.91946,103.23724,330.4,0.39,0.44,2019-01-22,0600,N,low,1.0NRT,305.2,2.6,D
12.92284,103.23293,335.1,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,302.3,2.2,D
13.5305,106.82088,342.6,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,289.6,3.5,D
13.44167,106.26457,332.4,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,298.2,1.8,D
13.44448,106.2602,331.1,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,299.5,4.1,D
13.2531,105.0694,344.3,0.46,0.39,2019-01-22,0600,N,nominal,1.0NRT,302.9,26,D
13.4641,106.33869,340,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,294.8,3.8,D
13.28532,105.24128,335.8,0.45,0.39,2019-01-22,0600,N,nominal,1.0NRT,290.5,3.3,D
13.28464,105.23713,330.5,0.45,0.39,2019-01-22,0600,N,nominal,1.0NRT,285.6,3.3,D
12.94546,103.24373,341.8,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,303.1,4.7,D
13.55091,106.86269,332.1,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,291.6,2.1,D
13.46752,106.33812,338.1,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,295.7,27.4,D
13.45413,106.25468,354.2,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,303.5,19.4,D
13.2889,105.24069,340,0.45,0.39,2019-01-22,0600,N,nominal,1.0NRT,289.1,6.2,D
13.26596,105.1022,342.8,0.46,0.39,2019-01-22,0600,N,nominal,1.0NRT,299.7,4,D
13.45816,106.2579,338.3,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,299.1,19.4,D
13.45755,106.2541,354.6,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,304.7,19.4,D
13.56224,106.89086,349,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,294.6,8.3,D
13.42577,106.03466,333.9,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,298.7,2.9,D
13.5587,106.84644,344,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,292.1,4.8,D
12.99389,103.42766,333.9,0.57,0.43,2019-01-22,0600,N,nominal,1.0NRT,298.2,5.4,D
13.56954,106.89342,332.3,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,284.5,2.7,D
13.13883,104.22959,334.2,0.51,0.41,2019-01-22,0600,N,low,1.0NRT,304.4,4.4,D
12.97514,103.27164,333.9,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,302.2,1.8,D
13.57913,106.91061,352.3,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,297.5,3.7,D
13.58249,106.91007,337.4,0.4,0.37,2019-01-22,0600,N,nominal,1.0NRT,295,3.7,D
13.50762,106.43602,341.9,0.41,0.37,2019-01-22,0600,N,nominal,1.0NRT,297.1,3.2,D
13.43365,105.97343,334,0.42,0.38,2019-01-22,0600,N,nominal,1.0NRT,300.5,3.2,D
13.23757,104.77378,351.5,0.48,0.4,2019-01-22,0600,N,nominal,1.0NRT,304.7,9,D
12.985,103.28092,342.7,0.39,0.44,2019-01-22,0600,N,nominal,1.0NRT,303.7,3.8,D
